GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073015406,Census Tract 154.06; San Diego County; California,827,80,0.2,0.6,0,5,3.7,2.5,1.7,2.3,2.5,1.8,5.7,2.8,13.8,5.2,21.5,6.3,15.7,6.7,35.1,7.4,153583,29163,198266,25176,40.5,(X),(X),(X),(X),(X),687,72,0.3,0.7,0,6,3.8,2.6,5.4,4.9,1.7,1.7,1.6,1.7,11.6,5.2,22.9,7.6,13.8,7.6,38.9,8.4,156927,32159,210998,30487,(X),(X),44,(X),(X),(X),579,68,0,7.1,0,7.1,4.5,3,2.4,3.3,2.1,2,1.9,2,11.6,6,23.7,9.1,13.5,8.7,40.4,9.4,157344,31715,N,N,(X),(X),(X),(X),(X),(X),140,38,0,25.7,0,25.7,3.6,5.2,0,25.7,6.4,7.3,22.9,11.8,10.7,9,25,13.5,25,14,6.4,6.7,123500,34941,116950,18407,(X),(X),(X),(X),20.7,(X)
1400000US06073015407,Census Tract 154.07; San Diego County; California,1226,188,2.9,3.9,10,8.6,11.9,9,11.3,7.3,18.1,9.4,19,11.4,13.1,9.4,8.5,5,4.2,3.8,1.1,1.4,46267,13357,58048,9720,53.5,(X),(X),(X),(X),(X),945,163,3.8,5.1,0.5,0.8,17.4,12,15.2,9.6,23.5,12.1,14.6,8.8,9.9,9.6,10.1,6.3,4,4.3,1,1.7,42326,11126,57455,10742,(X),(X),52.8,(X),(X),(X),493,125,7.3,9.6,0,8.3,19.9,18.9,19.3,15.4,6.7,7.4,9.7,10.2,14.2,16.3,13.4,10.2,7.7,7.8,1.8,3.3,45125,35408,N,N,(X),(X),(X),(X),(X),(X),281,137,0,14,43.4,31.4,8.9,14.9,0,14,0,14,29.2,28.4,8.9,10,3.2,5.8,4.6,8.3,1.8,3,-,**,46713,21201,(X),(X),(X),(X),55.9,(X)
1400000US06073015408,Census Tract 154.08; San Diego County; California,1379,191,1,1.7,3,2.7,3.6,2.7,12.5,9,2.1,2.4,12.7,5.8,15.5,7,10.4,4.4,21,11.8,18.2,6.8,99673,55285,132420,18760,34.2,(X),(X),(X),(X),(X),1079,227,0,3.9,2.8,3.3,1.8,2.2,9.2,9.4,0,3.9,10.6,5.8,19.2,8.5,10.9,5.5,24.7,14.7,20.9,9.5,138063,50504,147152,23836,(X),(X),35.5,(X),(X),(X),804,217,0,5.1,0,5.1,1.1,1.9,10.1,12.3,0,5.1,5.6,4.8,20.1,11.9,6.2,5,33.2,18,23.6,12.4,153594,18058,N,N,(X),(X),(X),(X),(X),(X),300,111,4.7,7.4,4,6.2,10,10.3,24.3,20.9,9.7,10.1,20.3,19.3,9.7,11,8.7,10.5,0,13.2,8.7,12.8,46071,33931,70510,30198,(X),(X),(X),(X),29.3,(X)
1400000US06073015501,Census Tract 155.01; San Diego County; California,1856,154,2.4,1.6,0.5,0.8,2.5,2.7,7.5,3.9,7,3.7,17.7,5.8,8.4,4.2,22.3,6.6,15.9,6.4,15.8,6.2,111364,19186,145478,37352,48.6,(X),(X),(X),(X),(X),1460,171,1.9,2.2,0,2.9,1.2,2.1,4.8,4.1,2.7,2.4,19,7.6,11.4,6.2,27.5,8.3,14.8,7.4,16.6,7.2,118250,17089,158986,45340,(X),(X),50.5,(X),(X),(X),1074,172,1.3,2.2,0,3.9,0,3.9,3.4,4,3.6,3.3,17.3,8.3,8,6.3,28,11.1,15.6,8.6,22.6,10.1,132564,22611,N,N,(X),(X),(X),(X),(X),(X),396,86,7.8,6,2.5,4,11.9,11.7,17.4,11.4,18.2,12.2,14.9,11.5,2.3,3.4,10.4,6.4,8.3,6.6,6.3,5.6,38750,10698,66777,15972,(X),(X),(X),(X),33.3,(X)
1400000US06073015502,Census Tract 155.02; San Diego County; California,985,105,0.4,0.4,0,4.2,1,1.1,4,2.8,11,5.8,17.7,8.8,6.6,4.5,15.7,6.5,14,4.9,29.6,8,127120,35314,151608,19580,37.7,(X),(X),(X),(X),(X),830,118,1,1.1,0,5,3.5,4.2,3,2.9,5.4,4.4,19.4,10,6.3,4.7,14.1,5.7,16,6,31.3,8.9,141500,30166,158041,23857,(X),(X),37,(X),(X),(X),643,110,0.2,0.5,0,6.4,4.5,5.4,2.5,3.2,3.7,3.1,11.4,7.7,7.6,5.8,13.7,5.8,16.3,6.9,40.1,10.2,180125,35869,N,N,(X),(X),(X),(X),(X),(X),155,71,0,23.7,0,23.7,3.2,5.3,9,10.1,25.2,16.9,5.8,7.2,9.7,11.7,34.8,23.1,4.5,6.2,7.7,10.1,88977,62615,95896,25132,(X),(X),(X),(X),38.7,(X)
1400000US06073015601,Census Tract 156.01; San Diego County; California,2059,399,12.4,14.4,5.6,4,5.1,4.7,6.5,3.6,5.7,5.2,19.7,11.2,8.1,5.1,16.2,7.4,12,6.1,8.7,6.3,63974,18675,89618,16976,33.1,(X),(X),(X),(X),(X),1367,253,1,1.7,2.8,3.7,4.6,5.8,6.1,3.9,3.8,4.5,21.3,14.6,9.8,7.2,22.9,10.2,17.4,9.8,10.3,8.3,101063,27242,112623,18388,(X),(X),39.2,(X),(X),(X),905,184,0,4.6,4.2,5.7,6,8,9.2,6.2,4.1,6,2.9,3.7,13.4,10.5,26.3,11.6,24.4,13.4,9.6,8.9,113359,27519,N,N,(X),(X),(X),(X),(X),(X),692,344,36.8,33.7,9.1,9.7,6.1,8.6,7.4,7.7,9.4,12.5,16.5,14.2,4.8,5.6,4.3,6.4,0,6,5.6,8.1,-,**,42929,19893,(X),(X),(X),(X),19.1,(X)
1400000US06073015602,Census Tract 156.02; San Diego County; California,809,99,3.3,3.4,0,5.1,4.3,5.9,2.6,2.9,7.2,4.7,10.8,5.6,8,4.3,13.7,6.3,14,5.1,36.1,8.9,152917,41800,168892,22255,35.2,(X),(X),(X),(X),(X),697,94,3.3,3.9,0,5.9,5,6.9,2.4,3.3,7.6,5.5,8.9,5.8,7.2,4.3,10,5.1,15.2,6,40.3,10,180170,35391,178281,24932,(X),(X),33,(X),(X),(X),608,98,0,6.7,0,6.7,5.8,7.8,2.8,3.8,6.1,5.9,9.7,6.7,8.2,4.9,9.9,5.8,14.1,6.4,43.4,11.5,182386,29305,N,N,(X),(X),(X),(X),(X),(X),112,52,3.6,5.3,0,30.6,0,30.6,3.6,5.6,4.5,6.6,22.3,15.8,13.4,12.2,36.6,25.3,6.3,10.7,9.8,12.3,103571,31987,99989,19632,(X),(X),(X),(X),39.3,(X)
1400000US06073015701,Census Tract 157.01; San Diego County; California,2389,356,5.9,4.4,7.3,5.4,19.4,11.9,9,5.3,18.1,9,20.1,6.4,11.5,6.1,6.4,5,0,1.8,2.3,2.3,42750,7027,51916,8912,47.6,(X),(X),(X),(X),(X),1627,378,4.5,4.5,9.5,7.3,22.2,16.3,3.9,4,23.2,13.3,21.8,9.4,9,7.4,5.8,5,0,2.6,0,2.6,42490,9470,45265,6935,(X),(X),54.7,(X),(X),(X),891,360,0,4.7,1.8,3.1,26.5,26.8,2.7,3.1,25.4,22.3,16.5,12,16.5,13.5,10.7,10.3,0,4.7,0,4.7,48772,13299,N,N,(X),(X),(X),(X),(X),(X),762,211,10.4,10,2.5,4.4,21.3,15.6,18.8,12.8,10.2,10.3,11.9,8.1,10.4,8.4,7.5,10.9,0,5.4,7.1,6.3,31354,19695,60562,18862,(X),(X),(X),(X),32.3,(X)
1400000US06073015704,Census Tract 157.04; San Diego County; California,1432,228,2.4,2.5,3,3.1,13.1,6.5,11.7,9.2,21.1,11.1,15.2,6.6,14,7.1,13.5,5.6,0.8,1.3,5.2,2.9,47750,18497,68233,8076,58.1,(X),(X),(X),(X),(X),1141,239,0.5,1,3.2,3.9,12.3,7.1,12.3,11.2,20.7,13.3,14,6.9,17.1,7.7,12.4,6.6,1,1.6,6.6,3.8,51691,19098,71558,10008,(X),(X),62.3,(X),(X),(X),658,211,0.9,1.7,0,6.3,12.3,9.8,6.5,8.2,22.3,20.2,15.5,10.6,17.8,12.3,14.7,9.1,0,6.3,9.9,5.8,65833,22590,N,N,(X),(X),(X),(X),(X),(X),291,82,10,11.3,2.1,3.4,20.6,18,9.3,7.7,29.2,17.8,23.7,15.1,3.1,5.6,2.1,3.8,0,13.6,0,13.6,38472,10577,39909,8606,(X),(X),(X),(X),41.6,(X)
1400000US06073015705,Census Tract 157.05; San Diego County; California,1221,119,2.5,2.2,0.9,1.6,12.6,8.7,4.2,4,16.2,9.9,27.4,12.1,14.3,7.9,10.6,8.1,9.8,10.1,1.5,2.4,60256,10754,72326,12233,40.5,(X),(X),(X),(X),(X),961,125,0,4.3,1.1,2,14.7,11.5,1.4,2.4,21.9,13.9,25.3,13.3,13.9,9.1,10.9,10,10.8,12.7,0,4.3,61160,14605,71793,15637,(X),(X),41.3,(X),(X),(X),654,158,0,6.3,0,6.3,21.6,16.5,2,3.5,11.8,12.4,16.8,11.2,18.2,13.5,13.8,14.5,15.9,17.3,0,6.3,66371,36767,N,N,(X),(X),(X),(X),(X),(X),260,119,11.5,10.1,0,15,5,8.1,14.6,15.2,21.5,30,15.8,16.8,8.8,10.1,9.6,11.3,6.2,9.3,6.9,12.2,44688,12748,67446,22711,(X),(X),(X),(X),37.3,(X)
1400000US06073015706,Census Tract 157.06; San Diego County; California,819,130,11.1,9.6,12.6,11.7,18.1,9.7,10.5,6.9,17.6,9.3,11.4,8.7,9.9,9,6.2,5.2,1.2,2,1.5,2.5,33640,9356,46224,12998,41,(X),(X),(X),(X),(X),538,86,13.6,13.8,0,7.6,12.6,11.9,13.9,10.6,21.9,13.2,13.8,12.1,11.7,12.5,8.4,7.7,1.9,3,2.2,3.8,39261,17417,56439,18724,(X),(X),47.4,(X),(X),(X),351,107,20.8,19.5,0,11.4,4,6.1,14.8,11.8,16.5,11.3,10.5,13.3,16.2,18.1,10.8,11.3,2.8,4.6,3.4,5.9,-,**,N,N,(X),(X),(X),(X),(X),(X),281,127,6.4,8.1,36.7,26.9,28.5,18.1,10.3,8.5,9.3,10,6.8,8.8,0,14,2.1,4,0,14,0,14,16477,6098,22950,6293,(X),(X),(X),(X),22.4,(X)
1400000US06073015801,Census Tract 158.01; San Diego County; California,1420,208,4.9,3.3,3.2,2.9,6.3,3.8,9.4,4.3,19.8,11,36.6,12.1,8.9,7,8.7,5,0,2.9,2.2,2.8,52212,3172,61204,7746,50.8,(X),(X),(X),(X),(X),931,177,3,3.2,0,4.5,3.3,4.2,11.6,6.5,12.1,9.2,53.5,15,3.1,5.3,10,7.7,0,4.5,3.3,4.3,53998,3550,66877,11184,(X),(X),66.2,(X),(X),(X),438,184,4.8,5.4,0,9.2,7.1,8.8,21,12.9,3.4,5.2,43.8,19.1,0,9.2,12.8,12.5,0,9.2,7.1,9.8,70104,11308,N,N,(X),(X),(X),(X),(X),(X),489,177,8.6,7.7,9.2,8.2,11.9,8.6,5.1,6.5,37.8,22,9.8,9.6,11.2,9.9,6.3,7.2,0,8.3,0,8.3,44816,4970,46433,8856,(X),(X),(X),(X),16.2,(X)
1400000US06073015802,Census Tract 158.02; San Diego County; California,1471,227,2,1.6,5.2,4.1,9.9,5,6.3,5.2,7.3,5.4,29.8,11.2,19.8,7.6,9.7,5,5.6,4.9,4.3,4.8,62292,9146,74630,11752,56,(X),(X),(X),(X),(X),968,254,2.1,2,1.9,3.1,5.9,6,7.7,7.6,3.4,3.4,34,17,21.5,11.1,9.2,6.6,7.9,7.3,6.5,7.2,65313,21727,83136,15699,(X),(X),58,(X),(X),(X),690,168,2.9,2.9,0,6,8.3,8.5,2,3.3,4.8,4.8,21.3,14.4,28.3,12.9,12.3,9.3,11,9.7,9.1,9.6,84432,14174,N,N,(X),(X),(X),(X),(X),(X),503,156,2,3.1,11.7,9.6,17.7,11.3,3.4,4,14.9,13.2,21.7,11,16.5,13.3,10.7,8.9,1.4,2.2,0,8.1,57734,29364,56431,11339,(X),(X),(X),(X),52.3,(X)
1400000US06073015901,Census Tract 159.01; San Diego County; California,1038,128,8.4,6.2,7,4.4,9.8,7.6,6.5,5.7,20.3,11.7,17.2,8.5,14,7.5,5.9,5.3,9.3,7,1.5,2.3,45690,12325,61949,11011,42.1,(X),(X),(X),(X),(X),735,152,8.4,8.3,4.6,3.5,13.5,8.3,5,6,22.2,13.2,11.2,8.2,11.4,8,12.8,8.5,8.7,8.5,2.2,3.3,45129,11303,64880,13784,(X),(X),49.9,(X),(X),(X),454,159,10.6,12.8,4.2,5.8,8.4,7.8,2.6,4.5,22.7,18.6,12.1,12,15.2,12.2,10.1,10.6,14.1,13.8,0,8.9,50583,27714,N,N,(X),(X),(X),(X),(X),(X),303,99,12.9,12.5,12.9,13.3,16.8,19.5,9.2,10,15.8,23,20.8,15.3,11.6,13.2,0,13.1,0,13.1,0,13.1,29276,25638,36166,9898,(X),(X),(X),(X),23.1,(X)
1400000US06073015902,Census Tract 159.02; San Diego County; California,1760,253,8.5,6.7,3.9,3.9,12.7,6.4,10.5,11,15.7,6.6,7.6,4.1,15.6,6.4,16.9,6.8,4.7,3.7,4,2.6,45921,17768,70561,8831,49.2,(X),(X),(X),(X),(X),1449,246,8.8,7.8,3.9,4.6,10.9,6.6,10.3,13.2,15.1,8,7.7,5,16.3,7.4,17.2,8.3,5.3,4.3,4.4,3.1,53750,34238,74016,11998,(X),(X),51,(X),(X),(X),798,240,2.4,3.7,0,5.2,3.5,2.9,18.7,22.3,20.9,12.9,9.6,8.1,10.7,8.3,22.1,10.9,5.8,6.3,6.4,4.7,65441,43814,N,N,(X),(X),(X),(X),(X),(X),311,121,6.8,7.9,10.6,11.2,21.2,18.4,11.6,11.3,18.6,12.1,8.7,8.1,9.6,8.3,12.9,10.3,0,12.8,0,12.8,32434,16105,43814,11474,(X),(X),(X),(X),40.8,(X)
1400000US06073016000,Census Tract 160; San Diego County; California,873,124,1.5,1.4,2.4,2.6,8.1,6.1,11.2,6.7,5.6,3.4,13.1,5.4,7.7,5,18.4,8.6,17.4,9.8,14.5,5.2,100547,24117,115278,14695,42.6,(X),(X),(X),(X),(X),661,121,0.5,0.7,3.2,3.5,14.1,11.4,11.2,8.3,4.4,4,3.8,3.1,9.1,6.6,16.3,7.2,20.4,12.1,17.1,5.6,108348,26373,120630,19075,(X),(X),40.1,(X),(X),(X),518,130,0.6,0.9,2.3,3.7,10.6,9.6,12.9,10.2,4.6,5,3.3,3.1,5.2,5.3,15.3,8.3,26.1,14.2,19.1,7.2,123182,40644,N,N,(X),(X),(X),(X),(X),(X),212,63,4.7,5.5,0,18.1,7.5,6.5,11.3,8.6,9.4,8.6,42,15.3,3.3,4.8,7.1,5.3,8,6.4,6.6,10.4,64891,6562,77175,21004,(X),(X),(X),(X),32.5,(X)
1400000US06073016100,Census Tract 161; San Diego County; California,2172,240,4.1,5.1,0,1.9,7.3,7.3,6.9,6.7,10.9,8.5,7,3.8,7.9,3.4,25,9,16.3,7.1,14.5,5.4,108175,11280,128770,21668,43.7,(X),(X),(X),(X),(X),1683,269,4.2,6.4,0,2.5,2.8,3.8,6.5,8,11.1,10.4,8,4.7,7.1,4.3,24.8,10.4,19.1,8.6,16.4,6.5,115043,20204,142027,28833,(X),(X),39.9,(X),(X),(X),1346,246,0,3.1,0,3.1,3.5,4.7,8.1,9.8,2.2,2.4,7.6,5,6.9,5.1,29.6,11.5,22.5,10.4,19.7,8.1,132917,20697,N,N,(X),(X),(X),(X),(X),(X),489,164,3.7,6.1,0,8.3,22.9,28.9,8.2,12.6,10.2,12.3,6.5,7.8,9.8,7.6,23.9,20,6.7,8.3,8,10.2,74414,60233,79938,30636,(X),(X),(X),(X),56.9,(X)
1400000US06073016201,Census Tract 162.01; San Diego County; California,1903,125,5.1,4.1,4.3,3,1.9,2.5,0.7,1.2,5,5,10.9,6.1,8.6,6.6,17.1,7.1,18.3,7.4,28.1,7.3,142697,24999,153557,21606,36.5,(X),(X),(X),(X),(X),1312,169,1.1,1.9,2.1,3.2,0,3.2,0,3.2,7.2,7,14.6,8.5,7.9,7.5,15,7.6,17.4,9.6,34.5,9.7,151524,20088,170544,27097,(X),(X),38,(X),(X),(X),1127,175,1.3,2.2,2.5,3.7,0,3.7,0,3.7,8.4,8,12,8.3,8,8.4,14,7.5,16.4,9.5,37.4,10.4,152813,20333,N,N,(X),(X),(X),(X),(X),(X),591,140,13.9,11,9,8,6.1,7.9,2.4,3.9,0,6.9,5.8,6.6,9.3,11,21.2,13.8,18.6,13.7,13.9,10.6,110750,26026,108078,24701,(X),(X),(X),(X),33.3,(X)
1400000US06073016202,Census Tract 162.02; San Diego County; California,1338,209,3.7,3.3,2.7,2.7,7,4.7,2.3,2.5,12.9,6.8,28.8,9.7,8.7,5.6,26.6,9.9,2.6,2.9,4.6,4.1,68813,4358,88139,15476,39.4,(X),(X),(X),(X),(X),842,175,5,4.8,2.5,3.4,7.4,5.2,1.8,2.6,6.3,5.7,27,12.1,7.5,5.8,32.8,14.7,4.2,4.5,5.7,5.7,77619,35113,90914,14931,(X),(X),40.7,(X),(X),(X),499,158,4,6.1,0,8.2,8,8.5,3,4.4,3.2,4.9,11,9.1,11,9.1,46.7,19.3,7,7.4,6,8.9,108239,7753,N,N,(X),(X),(X),(X),(X),(X),496,162,1.6,2.8,3,4.7,6.5,7.8,3.2,5.1,24.2,14.9,39.5,21.4,5.4,5.6,13.9,14.2,0,8.2,2.6,4.1,58904,10778,80908,34053,(X),(X),(X),(X),37.1,(X)
