GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073014500,Census Tract 145; San Diego County; California,1416,152,3.7,3.5,1.9,1.8,5.4,4.5,4,3.2,11.3,6.6,16.9,4.9,16,6.2,27.4,8.3,6.4,4.4,7.1,3.4,81058,7678,93638,11124,40.3,(X),(X),(X),(X),(X),879,171,5,5.4,0.5,0.8,4.6,6.6,2.7,3.9,4.9,5.3,14,6.8,19.5,8.6,30.7,10.6,11.3,7.5,6.9,3.9,94219,24861,104933,14809,(X),(X),40.8,(X),(X),(X),679,172,0.9,1.4,0.6,1,5.9,8.4,0,6.1,6.3,6.8,16.1,9,19,10.7,32.3,14.2,12.4,8.8,6.6,4.7,102578,33784,N,N,(X),(X),(X),(X),(X),(X),537,136,3,3.5,4.3,4.6,6.7,6,6.1,5.9,20.3,14.5,21.6,10.5,17.5,10.9,20.3,12.1,0,7.6,0.2,0.5,58304,14554,63756,8769,(X),(X),(X),(X),39.3,(X)
1400000US06073014601,Census Tract 146.01; San Diego County; California,2296,323,7.7,5.7,4.3,3.3,6.4,4.5,6.9,5.1,9.9,8.4,18.2,6.9,13.4,5.1,17.8,9.9,7.4,4.7,8,3.8,71667,13036,89909,12573,37.9,(X),(X),(X),(X),(X),994,178,1,1.8,0,4.2,4.4,6.3,11.5,9.8,8.1,9.3,26.2,13.3,12.7,8.1,8.4,6.1,13.5,9.2,14.3,7.9,73000,22223,106854,21655,(X),(X),31.3,(X),(X),(X),773,217,0,5.3,0,5.3,5.7,8.1,13.6,11.6,0,5.3,20.2,13.3,15.1,9.9,9.7,7.9,17.3,10.2,18.4,9.3,93028,29348,N,N,(X),(X),(X),(X),(X),(X),1302,339,12.7,10.2,7.5,6,7.9,6.3,3.4,4.1,11.3,13.3,17.6,11.5,12.1,7.4,21.4,15.1,2.8,3.2,3.2,2.5,60313,23979,74259,18595,(X),(X),(X),(X),43,(X)
1400000US06073014602,Census Tract 146.02; San Diego County; California,1902,174,2.1,1.7,0,2.2,4.7,3.6,3.6,2.9,4.6,3.3,13.7,6.3,11.9,5.6,15.4,5.8,16.2,6.6,27.9,6.5,126628,22981,150871,15424,45.7,(X),(X),(X),(X),(X),1567,191,1,1.5,0,2.7,2.9,3.3,2.6,2.2,5.2,4.1,12.6,7.2,16.1,7.9,16,6.6,17.1,7.1,26.5,7.4,126791,25155,154266,18086,(X),(X),45.9,(X),(X),(X),1245,190,0,3.4,0,3.4,0.4,0.8,0.8,1.3,5.2,4.9,12.1,8,16.9,8.5,14.1,7.4,16.9,8.1,33.4,9.3,151250,44051,N,N,(X),(X),(X),(X),(X),(X),335,133,7.2,6.7,0,11.9,13.4,12.2,8.4,12.6,1.8,3.2,18.5,13,1.5,2.8,15.5,11.2,2.7,4.1,31,21.6,93750,69266,123661,40449,(X),(X),(X),(X),38.2,(X)
1400000US06073014701,Census Tract 147.01; San Diego County; California,1492,182,7,5.3,1.5,1.8,1,1.6,4.4,3.9,10.5,4.5,11.9,5.8,15.3,7.9,19.6,7.8,10.5,4.6,18.4,9.9,97788,14874,133521,30284,33.5,(X),(X),(X),(X),(X),879,167,0,4.7,0,4.7,0,4.7,1.5,2.6,8.3,4.9,6,5.1,16.7,9.2,25.1,11.7,16.2,6.9,26.2,14.8,120024,34496,149617,27447,(X),(X),32,(X),(X),(X),633,102,0,6.5,0,6.5,0,6.5,0,6.5,8.2,6.4,8.4,6.4,11.4,9.6,30.6,13.2,21.8,10.1,19.6,11,120637,25390,N,N,(X),(X),(X),(X),(X),(X),613,137,17,13.3,3.8,4.3,2.4,4,8.6,8.8,15,8.7,18.8,12.8,17,15.9,7.8,7.5,2.3,3.7,7.3,6.2,55956,22732,108591,59258,(X),(X),(X),(X),35.7,(X)
1400000US06073014702,Census Tract 147.02; San Diego County; California,1637,259,1,1.8,0,2.6,7.4,8.4,9.7,8.3,3.7,3.3,10.4,5.1,9.2,6.7,22.4,9,22.8,9.7,13.4,6.1,115790,19439,134637,26309,45.6,(X),(X),(X),(X),(X),1121,184,0,3.7,0,3.7,2.7,3.8,7.7,9.4,2.1,3.1,13,6.1,6,4.7,24.2,11.4,27.1,11.6,17.2,7.7,136546,34483,142477,21323,(X),(X),43.5,(X),(X),(X),779,133,0,5.3,0,5.3,0,5.3,1.3,2.3,3.1,4.5,10,7.5,7.6,6.5,23.4,13.8,32.9,14.6,21.8,10.3,158631,17817,N,N,(X),(X),(X),(X),(X),(X),516,240,3.3,6.1,0,7.9,17.6,23.6,14,16.8,7,7.6,13,11.5,16.3,17.6,10.1,12.1,13.6,17.6,5.2,6.3,-,**,111469,57099,(X),(X),(X),(X),50.2,(X)
1400000US06073014803,Census Tract 148.03; San Diego County; California,2154,200,6.3,4.5,1.3,1.6,7.8,4.8,7.5,5.3,8.6,4.6,21.5,8.1,14.5,6.7,15.2,6.7,8.4,3.9,9,5,72500,10025,96346,15134,38.2,(X),(X),(X),(X),(X),894,168,0,4.6,0,4.6,2,3.2,6.5,9.4,2.9,4.3,19.4,10.8,9.7,6,27.5,12.9,14.8,8.2,17.2,11,105778,6313,143770,34017,(X),(X),30,(X),(X),(X),749,166,0,5.5,0,5.5,2.4,3.8,7.7,11.2,3.5,5.1,14.4,9.3,8.5,7.1,28.2,14.9,14.7,9.5,20.6,13.3,106620,16673,N,N,(X),(X),(X),(X),(X),(X),1260,248,10.7,7.6,2.3,2.8,11.8,8,8.2,6.5,12.6,7.4,23.1,11,17.9,10.5,6.4,5.4,3.9,4,3.1,3.8,55840,8768,61996,11299,(X),(X),(X),(X),41.7,(X)
1400000US06073014804,Census Tract 148.04; San Diego County; California,1998,221,5.6,4.9,4.3,3.6,6.1,3.9,9.2,4.9,6.1,3.6,16,6,4.3,2.9,20.5,6.4,14,6.5,14.1,6.8,82625,42745,125498,27921,25.9,(X),(X),(X),(X),(X),866,164,0,4.8,0,4.8,1.6,2.5,3.7,3.6,4.8,3.8,17.1,9.3,2.2,3,29.7,12.6,20.8,11.4,20.1,11.4,131167,25625,136502,18054,(X),(X),27.4,(X),(X),(X),592,129,0,6.9,0,6.9,0,6.9,3.4,4.4,3.4,3.8,14.9,10.1,1.4,3.4,32.8,17.6,19.8,12.5,24.5,16.4,130167,37193,N,N,(X),(X),(X),(X),(X),(X),1132,202,9.9,8.5,7.6,6.3,9.5,6.5,14.5,8.7,7.1,5.7,17.1,8.2,6.4,4.7,11.9,9.4,6.5,6.6,9.5,8.3,50850,13452,113589,48427,(X),(X),(X),(X),24.8,(X)
1400000US06073014805,Census Tract 148.05; San Diego County; California,2218,210,5.3,3.7,4,3.6,3.9,2.3,4,3.6,10.3,6.9,12.1,6.4,13,6,26.6,8.1,11.6,6,9.2,5.5,94479,18784,103727,13342,43.4,(X),(X),(X),(X),(X),1191,201,6,5.9,7.8,8.3,1.1,1.9,1.2,2,5.5,6.2,5.8,4,10.6,7.5,33.8,10.6,15.8,9.2,12.6,9.5,117788,26644,118948,21293,(X),(X),50.5,(X),(X),(X),893,202,4.7,7.2,10.4,11.1,1.5,2.5,1.6,2.6,0,4.6,4.9,4.6,12.3,9.3,33.9,13.5,13.9,10.3,16.8,12.4,122578,24619,N,N,(X),(X),(X),(X),(X),(X),1027,266,4.6,4.2,5.1,5.7,7.2,5.3,7.2,7.1,15.9,11.8,20.5,13.4,10.2,6.6,18.4,12.9,6.7,6.8,4.2,4.8,64894,17820,79884,17048,(X),(X),(X),(X),35.2,(X)
1400000US06073014806,Census Tract 148.06; San Diego County; California,1611,316,12,9.7,3.5,3.6,9.6,4.7,6.8,5.8,3.6,2.4,23.2,9.8,4.2,3.6,27.4,10.3,3.8,4.2,5.8,4.6,64075,10922,77809,12878,40.5,(X),(X),(X),(X),(X),597,220,19.3,23.2,13.1,19.3,5.7,6.1,0,6.9,1.5,2.8,7.4,9.9,4,5.2,37.5,16.4,4.2,5,7.4,9.1,94018,56471,83332,28953,(X),(X),55.6,(X),(X),(X),280,93,3.6,6.1,0,14,0,14,0,14,3.2,5.9,11.4,15.9,5,7.7,64.6,21.4,8.9,9.8,3.2,9.6,106913,12900,N,N,(X),(X),(X),(X),(X),(X),1014,278,7.8,6.1,5.5,5.7,11.9,7.1,10.8,9,4.8,3.6,24.9,11.9,4.2,4.6,22.4,15.6,4.7,6.3,2.9,4.7,60851,14587,69417,17347,(X),(X),(X),(X),31.6,(X)
1400000US06073014901,Census Tract 149.01; San Diego County; California,1854,178,1.3,1.5,0,2.3,3.9,3.2,10.1,6,6,4.2,22.9,8.5,14.8,5.1,19.8,6.3,7,3.8,14.1,4.1,82240,12620,110932,13004,41,(X),(X),(X),(X),(X),1290,190,1.2,1.8,0,3.2,3.9,4,15.7,10.4,4.3,4,16.5,8,11,4.6,18.7,8.5,9.4,5,19.3,6.1,86917,32215,121305,18664,(X),(X),47,(X),(X),(X),842,163,0,4.9,0,4.9,1.9,2.7,9.3,9.4,3.9,5.1,8.2,6.7,16.2,6.8,19,8.9,12,6.3,29.6,9,116250,37613,N,N,(X),(X),(X),(X),(X),(X),564,129,1.6,2.6,0,7.3,3.9,4.8,10.5,6.8,14,10.6,29.3,14.4,20.4,11.4,16.7,8.3,1.6,2.6,2.1,3.2,62330,17809,78705,15466,(X),(X),(X),(X),26.4,(X)
1400000US06073014902,Census Tract 149.02; San Diego County; California,1460,149,2.7,2.2,3,2.1,6.7,4.2,6.9,4.6,17.9,7.4,13.7,5.4,19.9,7.4,15.5,5.5,5.2,2.8,8.4,4.5,72500,13682,85588,9540,34.9,(X),(X),(X),(X),(X),644,99,0.9,1.5,0,6.4,0,6.4,8.1,8,14.9,11,19.3,8.4,15.1,8.2,15.7,8.8,12.1,6.8,14,8.9,88214,15406,110067,18538,(X),(X),30.6,(X),(X),(X),462,87,0,8.8,0,8.8,0,8.8,6.7,9.1,15.2,13.9,12.8,8.3,15.4,9.4,18.8,11.3,13.9,8,17.3,12,98750,23585,N,N,(X),(X),(X),(X),(X),(X),816,186,4.2,3.7,5.4,3.8,12,7.8,6,4.4,22.1,11.1,13.5,7.2,23.8,11.5,11.3,8,0,5.1,1.8,2.6,50577,18685,59344,9063,(X),(X),(X),(X),38.1,(X)
1400000US06073015001,Census Tract 150.01; San Diego County; California,1594,174,5.1,4.3,3.4,3.7,2.9,3,9.8,9.6,3.2,2.6,16.9,6.7,16.3,6.5,23.6,10,9.3,5.5,9.5,5.3,79883,21047,100277,13953,42.7,(X),(X),(X),(X),(X),1060,222,2.8,4.5,3,3.6,1.9,3.1,10.3,13.8,2.2,2.6,12.1,7.7,14,8.1,30.5,12.3,11.4,8.3,11.9,7,109397,42634,112028,18426,(X),(X),42.6,(X),(X),(X),660,120,4.5,7,2.6,4.4,0,6.2,0,6.2,1.1,1.8,12.4,10.7,16.1,10.6,30.9,12.2,18.3,11.6,14.1,9.8,119651,10402,N,N,(X),(X),(X),(X),(X),(X),534,118,9.6,7.5,6.9,8.7,5.1,6.1,8.8,6.9,5.2,6.1,26.6,15,18.2,12.8,18.2,14.8,0,7.6,1.5,2.6,66970,10645,65231,12178,(X),(X),(X),(X),39.3,(X)
1400000US06073015002,Census Tract 150.02; San Diego County; California,1207,334,3.9,4.5,5.6,5.9,5.8,5.8,1.8,3,13.2,10.4,36.8,21,11.8,10,10.3,7.8,7.6,8.4,3.3,4.2,59313,4569,76328,13901,13.3,(X),(X),(X),(X),(X),542,144,3.1,4.7,7,10.3,10,10.3,6.1,7.5,19.4,15.4,9.2,9.9,21.8,18.1,15.9,15.3,0.2,1.4,7.4,8.9,71250,39645,84065,23185,(X),(X),12.7,(X),(X),(X),232,122,0,16.7,0,16.7,23.3,25,0,16.7,0,16.7,21.6,23.2,20.7,28.3,16.8,19.4,0.4,3.3,17.2,20.1,80714,25315,N,N,(X),(X),(X),(X),(X),(X),665,361,4.5,7.5,4.4,7.5,2.4,4.2,0,6.2,8.1,9.1,57.6,28,11.4,14.7,5,6.8,6.6,10.4,0,6.2,59074,3612,65010,14986,(X),(X),(X),(X),13.7,(X)
1400000US06073015100,Census Tract 151; San Diego County; California,1772,158,2.5,2.1,3,2.6,2.4,2.7,8.6,5.6,3,2.2,14.8,6.5,18.6,7.8,17.1,6.5,17.5,5.7,12.5,3.7,99000,8486,123058,13653,42.4,(X),(X),(X),(X),(X),1180,173,2.5,2.8,0,3.5,3.1,4,7.5,7.4,1.4,1.5,12.5,7.1,15,10.2,23.8,9.6,19.1,7.2,15.1,5.5,117675,17200,135807,18214,(X),(X),46.3,(X),(X),(X),876,164,1.5,2.2,0,4.7,0,4.7,3.9,4.6,0.5,0.9,8.7,5.9,17.6,13.1,25.3,10.7,24.7,9.5,17.9,6.7,133017,26617,N,N,(X),(X),(X),(X),(X),(X),592,102,2.4,2.9,9.1,7.7,1,1.8,10.8,10.6,6.3,5.6,20.1,11.5,25.8,11.2,4.2,3.4,13,9.5,7.3,4.9,75455,14456,96516,22195,(X),(X),(X),(X),34.6,(X)
1400000US06073015200,Census Tract 152; San Diego County; California,1443,150,2.4,2.3,0,2.9,3.3,3.1,0.6,0.9,2.8,2.3,3.8,2.9,8.5,4.2,24,11,20.9,9.2,33.7,8.8,154196,16510,200267,26539,38,(X),(X),(X),(X),(X),1221,154,1.1,1.7,0,3.4,1,1.5,4.5,5.9,5.1,5.7,4.5,3.4,9,4.7,21.8,8.6,17.1,8.6,36,10,155655,21056,202628,33494,(X),(X),36.8,(X),(X),(X),1075,193,0,3.9,0,3.9,1.1,1.7,0,3.9,5.1,6.2,4.4,3.7,9.6,4.8,22.6,10.2,18.8,9.1,38.4,11,163293,19727,N,N,(X),(X),(X),(X),(X),(X),222,73,9.9,11.2,0,17.3,15.8,17.9,3.6,5.9,11.7,12.6,0,17.3,5.4,9,22.5,16.2,9.9,12.5,21.2,17.8,120147,83201,138077,62087,(X),(X),(X),(X),44.6,(X)
1400000US06073015301,Census Tract 153.01; San Diego County; California,1126,162,6.3,6.4,11.8,9.6,6,5,9.8,9.1,13.5,7.3,6.8,5.6,10.9,6.9,15.9,6.4,10,6.3,8.9,5.7,61282,30057,89746,16758,45.5,(X),(X),(X),(X),(X),793,149,9,8.8,7.8,8.7,2.3,2.8,13.9,12.4,13,9.5,7.9,7.5,4.2,3.9,21.6,8.5,9.1,6.4,11.3,7.3,62390,43304,98932,20325,(X),(X),41,(X),(X),(X),577,146,12.3,11.5,0,7.1,1.7,2.6,12,13.1,14,13.5,6.4,8.3,0,7.1,28.4,12,9.5,7.9,15.6,9.7,101385,55458,N,N,(X),(X),(X),(X),(X),(X),333,153,0,12,21.3,24.6,15,14.5,0,12,14.7,15.7,4.2,5.8,27,20.1,6.6,8.9,8.1,10.8,3,5.2,-,**,65540,24269,(X),(X),(X),(X),55.3,(X)
1400000US06073015302,Census Tract 153.02; San Diego County; California,1427,173,0,2.9,1.5,1.7,7.8,4.9,4.8,3.7,7.9,4.5,15.9,6.4,9.3,5,17,6.7,14.7,5.7,21.2,6.8,115575,31031,140012,26788,40,(X),(X),(X),(X),(X),1057,145,0,3.9,1,1.7,2.9,3.3,3.9,3.1,7.5,4.9,18.7,7.5,11.8,6.5,14.9,7.4,15.3,7.3,23.8,8.8,118705,27454,155018,32722,(X),(X),37.3,(X),(X),(X),765,131,0,5.4,0,5.4,1.2,1.8,3.8,3.6,5.5,4.1,16.7,8.3,11.5,8,12.8,7.5,17.9,8.7,30.6,11.3,136875,46546,N,N,(X),(X),(X),(X),(X),(X),370,110,0,10.8,2.7,4.3,21.9,16.6,10.5,11.7,9.2,11.1,4.6,5.5,9.5,9.4,20,14.2,13,10.3,8.6,7.7,76429,58375,88487,22257,(X),(X),(X),(X),43,(X)
1400000US06073015403,Census Tract 154.03; San Diego County; California,853,77,0.7,1,0,4.9,2.1,1.9,2.5,2.5,2.3,1.8,11.6,6,12.9,4.7,16.3,6.2,14.1,6,37.5,7.7,156635,30372,208238,24200,41.9,(X),(X),(X),(X),(X),731,82,0.8,1.2,0,5.6,1,1.4,2.2,2.7,1.2,1.4,11.5,7.1,11.6,5,19.7,8.5,12.7,6.4,39.3,8.6,156827,31811,208453,25294,(X),(X),44.3,(X),(X),(X),492,92,0,8.3,0,8.3,0,8.3,3.3,4,1.8,2,7.5,5.5,10.4,6,18.7,9.9,11.6,7.6,46.7,10.8,180909,43300,N,N,(X),(X),(X),(X),(X),(X),122,38,0,28.7,0,28.7,9,9.2,4.1,7.4,9,9.3,12.3,9.3,20.5,13.1,10.7,10.1,9.8,9.5,24.6,15.6,89500,35661,171565,87037,(X),(X),(X),(X),16.4,(X)
1400000US06073015405,Census Tract 154.05; San Diego County; California,1770,100,0.3,0.6,2.3,2.8,2.6,3.2,1.3,1.6,2.7,1.8,10.5,4.5,7.4,3,26.7,7.5,17.1,7,29.2,7.3,137048,19289,184885,26561,39.2,(X),(X),(X),(X),(X),1475,155,0,2.8,2.2,3.2,3.1,3.8,0.5,0.9,1.2,1.5,10.7,4.7,6.8,3,29.3,8.1,17.1,6.8,29,7.7,137304,19612,192496,30295,(X),(X),34.4,(X),(X),(X),1251,150,0,3.3,2.6,3.7,0.6,1,0,3.3,0.6,1.1,11.6,5.4,7.1,3.4,24.1,8.1,19.1,7.5,34.2,9,157383,19264,N,N,(X),(X),(X),(X),(X),(X),295,123,2,4,2.7,4.2,0,13.4,5.4,8.4,9.8,9.7,9.2,10.5,10.2,10.1,17.3,17.4,20.7,20.9,22.7,20,109421,92491,141721,40140,(X),(X),(X),(X),63.1,(X)
